,title,price,condition,condition_description,num_reviews,pos_feedback_pct,return_days,model,capacity,release_year
4073,apple iphone 13 pro max a2484 128gb xfinity mobile check imei fair -rj8330,811.97,1.0,"“this unit has a battery health of 100%. unit powers up with good lcd, touch-screen, camera, usb charge port, vibration, loudspeakers, buttons, headphone jack and has been data wiped. please check the imei/esn if you intend to activate this unit (see pictures for reference). listing only comes with the unit itself. unit does not include original accessories, sim cards, or wall charger (sim card trays or stylus pens may not be included. please check photos). tested for key functionality: r2/ready for resale.”",28847.0,100.0,2.0,17,128.0,2021
4078,apple iphone x 64gb unlocked gsm phone w/ dual 12mp camera - silver,279.98,1.0,“this item is in good condition. grade b to b+ good condition product. the product may show signs of use including small scratches on the back and screen of the device. no dents or heavy deep scratches will be present. battery health will be at 75% or above. the item has been fully tested and is in excellent working order.”,154487.0,98.0,2.0,12,64.0,2017
4080,apple iphone 6s a1633 16/32/64/128gb at&t t-mobile gsm unlocked great,74.99,1.0,“great condition - these phones may have some visible wear from light use. there may be a few light scratches on the screen or scuffs on the body. all phones are fully tested using our 34-point inspection process and are 100% functional.”,50551.0,98.7,2.0,8,57.49235474006116,2015
4081,new* apple iphone 12 64gb 128gb 256gbs all colors - unlocked at&t vzn tmo spt,589.99,5.0,“device is in flawless condition with little to no sign of use! each phone has passed our 30+ points inspection and proven 100% functional. comes in retail or gift box with usb-c cable.”,44011.0,99.0,2.0,16,64.0,2020
4083,apple iphone 13 pro max - 128gb 256gb 512gb - all colors - good condition,839.0,2.0,"“this device looks like a normal used device, and may have a few minor dings, scratches, or discoloration. all functionalities are working 100% and it has been detailed, cleaned, erased, and is ready for a new home!”",8405.0,99.5,3.0,17,128.0,2021
4084,apple iphone xs 64gb a1920 argon wireless smartphone ,299.0,4.0,"“choose your mobile network, and color from the dropdown boxes. detailed grade information is below. we offer a no-risk 30-day warranty! trusted seller. see our ratings. fully tested by our team of on-site technicians using industry-leading testing software and procedures. then meticulously and carefully cosmetically graded to be sure they fit the conditions in this listing. please message us with any questions you may have.”",61033.0,100.0,2.0,14,64.0,2018
4087,iphone 6s plus 16gb 32gb 64gb 128gb unlocked t-mobile at&t verizon | good,113.0,2.0,"“this product has been determined fully functional by our industry leading functionality inspection. mfi certified lightning cable and ul approved power adapter are included. this product will not come in its original packaging; headsets, sim card and manual will not be included. for additional details including carrier compatibility please see item description. the item shows moderate wear and is backed by a one year warranty. it is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. the item includes original or new accessories and will come in a new generic packaging. see the seller's listing for full details.”",22050.0,99.6,3.0,8,16.0,2015
4089,apple iphone 6 plus 16gb silver a1522 (straight talk) reduced price!!! rw0397,59.82,1.0,"“fully working (minor issues)
fully working with one or more issues that warrant a discount. none of these issues affect the phone's functionality. 


issues are the following:

there are bright spots and streaks on the lcd. 

cosmetic condition:
good:
the screen will have some light scratching. the body may have light scratches, nicks, scuffs and/or tiny dents.

included:
device and battery only

not included:
manual, sd card, sim card, charger

this device's functionality is fully guaranteed. if issues are found, other than those mentioned in this listing, we replace or refund free!”",136917.0,98.8,2.0,7,16.0,2014
4091,apple iphone 5s a1533 - black and gray ( unknown network ) smartphone,8.09,0.0,“screen has cracks. glass on the bottom of the back has cracks as well. has not been tested”,1485.0,97.6,0.0,6,19.2,2013
4094,apple iphone se 2nd gen. 64gb 4g lte black t-mobile smartphone a2275 - b grade,269.95,1.0,"“""the phone is in very good condition. the screen might show some very small scratches. the body is in great shape""”",21921.0,97.6,2.0,9,64.0,2016
4099,new* apple iphone 7 plus 32gb 128gb 256gb gsm unlocked at&t t-mobile all colors,249.99,5.0,"“device in flawless condition with little to no visible signs of use. it has passed our 30+ points inspection and proven 100% functional. comes in a gift box with original apple wall adapter and usb cable. every device has 60 days warranty. tested for full functions, r2/ready for reuse.”",44011.0,99.0,2.0,10,32.0,2016
4101,apple iphone 7 plus - 32gb - all colors - unlocked - good condition,150.48,1.0,"“fully tested and restored to factory settings by our in house technicians. - good – this product is in good cosmetic condition, there will be signs of wear which may include scratches, visible scuffs and/or screen discoloration but nothing that will impair functionality. the item has been fully tested, restored to factory settings and is in excellent working order.”",6203.0,99.9,2.0,10,32.0,2016
4106,apple iphone 8 - 64 gb - space gray verizon unlocked,151.99,1.0,"“this item is in good condition. tested by our in house quality control team for 100% functionality. .if you have any questions before making a purchase please feel free to ask, we will be glad to assist you.”",1256.0,98.0,2.0,11,64.0,2017
4109,apple iphone 8 - 64gb -silver gsm&cdma unlocked a1863 ~mrf~ good!,164.99,1.0,"“devices are 100% functional. tested by our experienced technicians in an authorized facility! overall condition is good, device may contain signs of use such as scratches, nicks, dents. , this device will include white boxes, a generic charger.headphones & sim cards will not be included”",10672.0,98.8,2.0,11,64.0,2017
4110,apple iphone xs 64gb a1920 argon wireless smartphone ,299.0,4.0,"“choose your mobile network, and color from the dropdown boxes. detailed grade information is below. we offer a no-risk 30-day warranty! trusted seller. see our ratings. fully tested by our team of on-site technicians using industry-leading testing software and procedures. then meticulously and carefully cosmetically graded to be sure they fit the conditions in this listing. please message us with any questions you may have.”",61033.0,100.0,2.0,14,64.0,2018
4112,iphone 8 silver 64gb preowned factory unlocked phone vgc ,139.99,1.0,"“great, working condition.  minor scratches on the screen.  does not come with charger.”",552.0,100.0,0.0,11,64.0,2017
4123,apple iphone 6s plus a1687 unlocked 16gb check imei great condition 3-443,92.97,1.0,"“unit powers up with good lcd, touch-screen, camera, usb charge port, vibration, loudspeakers, buttons, headphone jack and has been data wiped. please check the imei/esn if you intend to activate this unit (see pictures for reference). unit does not include a charger, original accessories or sim cards (sim card trays or stylus pens may not be included. please check photos). tested for key functionality: r2/ready for resale.”",43241.0,99.7,2.0,8,16.0,2015
4124,apple iphone 13 pro max a2484 128gb xfinity mobile check imei fair -rj8330,811.97,1.0,"“this unit has a battery health of 100%. unit powers up with good lcd, touch-screen, camera, usb charge port, vibration, loudspeakers, buttons, headphone jack and has been data wiped. please check the imei/esn if you intend to activate this unit (see pictures for reference). listing only comes with the unit itself. unit does not include original accessories, sim cards, or wall charger (sim card trays or stylus pens may not be included. please check photos). tested for key functionality: r2/ready for resale.”",28847.0,100.0,2.0,17,128.0,2021
4130,apple iphone 13 pro - 128gb 256gb 512gb 1tb - all colors - very good condition,879.0,3.0,"“this device looks nearly flawless, with a few minor signs of use. there may be light scratches and/or scuffs and has all functionalities working 100%. it is detailed, cleaned, erased, and ready for a new home!”",8405.0,99.5,3.0,17,128.0,2021
4133,apple iphone x 64gb unlocked gsm phone w/ dual 12mp camera - silver,279.98,1.0,“this item is in good condition. grade b to b+ good condition product. the product may show signs of use including small scratches on the back and screen of the device. no dents or heavy deep scratches will be present. battery health will be at 75% or above. the item has been fully tested and is in excellent working order.”,154487.0,98.0,2.0,12,64.0,2017
